Period,Period Label,Economy,Economy Label,CommercialMarket,CommercialMarket Label,Median time in port (days),Median time in port (days) Footnote,Median time in port (days) Missing value,Average age of vessels (years),Average age of vessels (years) Footnote,Average age of vessels (years) Missing value,Average size (GT) of vessels,Average size (GT) of vessels Footnote,Average size (GT) of vessels Missing value,Average cargo carrying capacity (dwt) per vessel,Average cargo carrying capacity (dwt) per vessel Footnote,Average cargo carrying capacity (dwt) per vessel Missing value,Average container carrying capacity (TEU) per container ship,Average container carrying capacity (TEU) per container ship Footnote,Average container carrying capacity (TEU) per container ship Missing value,Maximum size (GT) of vessels,Maximum size (GT) of vessels Footnote,Maximum size (GT) of vessels Missing value,Maximum cargo carrying capacity (dwt) of vessels,Maximum cargo carrying capacity (dwt) of vessels Footnote,Maximum cargo carrying capacity (dwt) of vessels Missing value,Maximum container carrying capacity (TEU) of container ships,Maximum container carrying capacity (TEU) of container ships Footnote,Maximum container carrying capacity (TEU) of container ships Missing value
2023S01,"S1   2023",643,"Russian Federation",07,"Liquefied petroleum gas carriers",1.9021,,,21,,,11452,,,13846,,,,,"Not available or not separately reported",26513,,,29421,,,,,"Not available or not separately reported"
2023S01,"S1   2023",643,"Russian Federation",08,"Liquefied natural gas carriers",1.1229,,,12,,,104818,,,75788,,,,,"Not available or not separately reported",128975,,,97000,,,,,"Not available or not separately reported"
2023S01,"S1   2023",643,"Russian Federation",05,"Dry bulk carriers",2.7809,,,17,,,28460,,,50193,,,,,"Not available or not separately reported",94710,,,185897,,,,,"Not available or not separately reported"
2023S01,"S1   2023",643,"Russian Federation",04,"Dry breakbulk carriers",1.9382,,,29,,,4674,,,6254,,,,,"Not available or not separately reported",48191,,,72562,,,,,"Not available or not separately reported"
2023S01,"S1   2023",643,"Russian Federation",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",31,,,9829,,,5525,,,,,"Not available or not separately reported",20729,,,14107,,,,,"Not available or not separately reported"
2023S01,"S1   2023",643,"Russian Federation",03,"Container ships",1.5215,,,19,,,13333,,,,,"Not available or not separately reported",1262,,,54519,,,,,"Not available or not separately reported",4800,,
2023S01,"S1   2023",643,"Russian Federation",01,"Passenger ships",,,"Not available or not separately reported",25,,,6192,,,,,"Not available or not separately reported",,,"Not available or not separately reported",38557,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",702,"Singapore",00,"All ships",0.7389,,,13,,,26250,,,17587,,,5306,,,237000,,,321225,,,24116,,
2023S01,"S1   2023",702,"Singapore",02,"Liquid bulk carriers",0.6507,,,12,,,10574,,,17585,,,,,"Not available or not separately reported",170611,,,321225,,,,,"Not available or not separately reported"
2023S01,"S1   2023",702,"Singapore",07,"Liquefied petroleum gas carriers",1.1347,,,13,,,8601,,,9834,,,,,"Not available or not separately reported",49394,,,58677,,,,,"Not available or not separately reported"
2023S01,"S1   2023",702,"Singapore",08,"Liquefied natural gas carriers",1.7188,,,12,,,103420,,,81644,,,,,"Not available or not separately reported",136894,,,97730,,,,,"Not available or not separately reported"
2023S01,"S1   2023",702,"Singapore",05,"Dry bulk carriers",0.6139,,,10,,,17066,,,28046,,,,,"Not available or not separately reported",111454,,,210000,,,,,"Not available or not separately reported"
2023S01,"S1   2023",702,"Singapore",04,"Dry breakbulk carriers",0.7174,,,15,,,7716,,,10316,,,,,"Not available or not separately reported",149944,,,175897,,,,,"Not available or not separately reported"
2023S01,"S1   2023",702,"Singapore",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",17,,,53933,,,17868,,,,,"Not available or not separately reported",76420,,,43878,,,,,"Not available or not separately reported"
2023S01,"S1   2023",702,"Singapore",03,"Container ships",0.8479,,,15,,,56635,,,,,"Not available or not separately reported",5306,,,237000,,,,,"Not available or not separately reported",24116,,
2023S01,"S1   2023",702,"Singapore",01,"Passenger ships",,,"Not available or not separately reported",12,,,107442,,,,,"Not available or not separately reported",,,"Not available or not separately reported",171598,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",724,"Spain",00,"All ships",0.8649,,,18,,,17577,,,16489,,,3202,,,237000,,,318744,,,24100,,
2023S01,"S1   2023",724,"Spain",02,"Liquid bulk carriers",0.8604,,,13,,,11394,,,18662,,,,,"Not available or not separately reported",160457,,,318744,,,,,"Not available or not separately reported"
2023S01,"S1   2023",724,"Spain",07,"Liquefied petroleum gas carriers",1.0736,,,14,,,7400,,,8376,,,,,"Not available or not separately reported",49231,,,55408,,,,,"Not available or not separately reported"
2023S01,"S1   2023",724,"Spain",08,"Liquefied natural gas carriers",1.059,,,11,,,94694,,,73316,,,,,"Not available or not separately reported",135977,,,99025,,,,,"Not available or not separately reported"
2023S01,"S1   2023",724,"Spain",05,"Dry bulk carriers",1.9646,,,16,,,25753,,,44588,,,,,"Not available or not separately reported",107553,,,207520,,,,,"Not available or not separately reported"
2023S01,"S1   2023",724,"Spain",04,"Dry breakbulk carriers",1.2524,,,17,,,5233,,,7341,,,,,"Not available or not separately reported",49091,,,73296,,,,,"Not available or not separately reported"
2023S01,"S1   2023",724,"Spain",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",13,,,26295,,,9092,,,,,"Not available or not separately reported",89797,,,47528,,,,,"Not available or not separately reported"
2023S01,"S1   2023",724,"Spain",03,"Container ships",0.609,,,17,,,34622,,,,,"Not available or not separately reported",3202,,,237000,,,,,"Not available or not separately reported",24100,,
2023S01,"S1   2023",724,"Spain",01,"Passenger ships",,,"Not available or not separately reported",20,,,15664,,,,,"Not available or not separately reported",,,"Not available or not separately reported",228081,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",752,"Sweden",00,"All ships",0.8458,,,23,,,17399,,,9088,,,1660,,,214286,,,319319,,,19630,,
2023S01,"S1   2023",752,"Sweden",02,"Liquid bulk carriers",0.6757,,,15,,,8645,,,12957,,,,,"Not available or not separately reported",164580,,,319319,,,,,"Not available or not separately reported"
2023S01,"S1   2023",752,"Sweden",07,"Liquefied petroleum gas carriers",0.9111,,,14,,,9081,,,10049,,,,,"Not available or not separately reported",48060,,,55250,,,,,"Not available or not separately reported"
2023S01,"S1   2023",752,"Sweden",05,"Dry bulk carriers",0.5455,,,21,,,6793,,,10631,,,,,"Not available or not separately reported",44397,,,81878,,,,,"Not available or not separately reported"
2023S01,"S1   2023",752,"Sweden",04,"Dry breakbulk carriers",1.1264,,,21,,,3819,,,5454,,,,,"Not available or not separately reported",38910,,,55596,,,,,"Not available or not separately reported"
2023S01,"S1   2023",752,"Sweden",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",18,,,31402,,,12684,,,,,"Not available or not separately reported",76420,,,31143,,,,,"Not available or not separately reported"
2023S01,"S1   2023",752,"Sweden",03,"Container ships",0.6819,,,19,,,17948,,,,,"Not available or not separately reported",1660,,,214286,,,,,"Not available or not separately reported",19630,,
2023S01,"S1   2023",752,"Sweden",01,"Passenger ships",,,"Not available or not separately reported",26,,,21456,,,,,"Not available or not separately reported",,,"Not available or not separately reported",143730,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",792,"Türkiye",00,"All ships",1.3201,,,24,,,6012,,,17405,,,2805,,,194308,,,319471,,,19462,,
2023S01,"S1   2023",792,"Türkiye",02,"Liquid bulk carriers",1.3271,,,16,,,18155,,,30728,,,,,"Not available or not separately reported",169919,,,319471,,,,,"Not available or not separately reported"
2023S01,"S1   2023",792,"Türkiye",07,"Liquefied petroleum gas carriers",1.3444,,,19,,,16472,,,19332,,,,,"Not available or not separately reported",52506,,,59504,,,,,"Not available or not separately reported"
2023S01,"S1   2023",792,"Türkiye",08,"Liquefied natural gas carriers",1.2042,,,9,,,110840,,,89069,,,,,"Not available or not separately reported",130200,,,107662,,,,,"Not available or not separately reported"
2023S01,"S1   2023",792,"Türkiye",05,"Dry bulk carriers",3.9247,,,18,,,24272,,,41786,,,,,"Not available or not separately reported",101933,,,203095,,,,,"Not available or not separately reported"
2023S01,"S1   2023",792,"Türkiye",04,"Dry breakbulk carriers",1.5507,,,28,,,4449,,,6234,,,,,"Not available or not separately reported",66870,,,71954,,,,,"Not available or not separately reported"
2023S01,"S1   2023",792,"Türkiye",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",26,,,25168,,,9861,,,,,"Not available or not separately reported",76299,,,45200,,,,,"Not available or not separately reported"
2023S01,"S1   2023",792,"Türkiye",03,"Container ships",0.6569,,,19,,,30395,,,,,"Not available or not separately reported",2805,,,194308,,,,,"Not available or not separately reported",19462,,
2023S01,"S1   2023",792,"Türkiye",01,"Passenger ships",,,"Not available or not separately reported",24,,,1817,,,,,"Not available or not separately reported",,,"Not available or not separately reported",167704,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",926,"United Kingdom",00,"All ships",1.1014,,,19,,,14244,,,12985,,,3387,,,236673,,,320106,,,24116,,
2023S01,"S1   2023",926,"United Kingdom",02,"Liquid bulk carriers",1.075,,,15,,,13416,,,22297,,,,,"Not available or not separately reported",167168,,,320106,,,,,"Not available or not separately reported"
2023S01,"S1   2023",926,"United Kingdom",07,"Liquefied petroleum gas carriers",1.0514,,,12,,,6810,,,7338,,,,,"Not available or not separately reported",56081,,,60138,,,,,"Not available or not separately reported"
2023S01,"S1   2023",926,"United Kingdom",08,"Liquefied natural gas carriers",1.1701,,,8,,,96647,,,77211,,,,,"Not available or not separately reported",168189,,,154900,,,,,"Not available or not separately reported"
2023S01,"S1   2023",926,"United Kingdom",05,"Dry bulk carriers",2.6108,,,16,,,24277,,,41348,,,,,"Not available or not separately reported",94879,,,182983,,,,,"Not available or not separately reported"
2023S01,"S1   2023",926,"United Kingdom",04,"Dry breakbulk carriers",1.5059,,,20,,,3530,,,4933,,,,,"Not available or not separately reported",43788,,,62823,,,,,"Not available or not separately reported"
2023S01,"S1   2023",926,"United Kingdom",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",16,,,23944,,,9769,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2023S01,"S1   2023",926,"United Kingdom",03,"Container ships",0.6674,,,17,,,36688,,,,,"Not available or not separately reported",3387,,,236673,,,,,"Not available or not separately reported",24116,,
2023S01,"S1   2023",926,"United Kingdom",01,"Passenger ships",,,"Not available or not separately reported",20,,,12741,,,,,"Not available or not separately reported",,,"Not available or not separately reported",185206,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S01,"S1   2023",842,"United States of America",00,"All ships",1.5736,,,27,,,18441,,,50006,,,5580,,,235600,,,323183,,,19224,,
2023S01,"S1   2023",842,"United States of America",02,"Liquid bulk carriers",1.6896,,,12,,,37311,,,64920,,,,,"Not available or not separately reported",170611,,,323183,,,,,"Not available or not separately reported"
2023S01,"S1   2023",842,"United States of America",07,"Liquefied petroleum gas carriers",1.8062,,,9,,,31346,,,35392,,,,,"Not available or not separately reported",60784,,,63770,,,,,"Not available or not separately reported"
2023S01,"S1   2023",842,"United States of America",08,"Liquefied natural gas carriers",1.375,,,6,,,106989,,,85401,,,,,"Not available or not separately reported",149367,,,121963,,,,,"Not available or not separately reported"
2023S01,"S1   2023",842,"United States of America",05,"Dry bulk carriers",2.5646,,,16,,,30285,,,53767,,,,,"Not available or not separately reported",108901,,,209854,,,,,"Not available or not separately reported"
2023S01,"S1   2023",842,"United States of America",04,"Dry breakbulk carriers",1.9826,,,20,,,12977,,,17390,,,,,"Not available or not separately reported",66681,,,88666,,,,,"Not available or not separately reported"
2023S01,"S1   2023",842,"United States of America",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",15,,,58760,,,21536,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2023S01,"S1   2023",842,"United States of America",03,"Container ships",1.0958,,,16,,,62371,,,,,"Not available or not separately reported",5580,,,194308,,,,,"Not available or not separately reported",19224,,
2023S01,"S1   2023",842,"United States of America",01,"Passenger ships",,,"Not available or not separately reported",32,,,9291,,,,,"Not available or not separately reported",,,"Not available or not separately reported",235600,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S02,"S2   2023",0000,"World",00,"All ships",0.991,,,18,,,14520,,,25699,,,3618,,,237000,,,404389,,,24116,,
2023S02,"S2   2023",0000,"World",02,"Liquid bulk carriers",0.984,,,15,,,16126,,,28404,,,,,"Not available or not separately reported",170611,,,323514,,,,,"Not available or not separately reported"
2023S02,"S2   2023",0000,"World",07,"Liquefied petroleum gas carriers",1.0368,,,15,,,11064,,,12366,,,,,"Not available or not separately reported",60784,,,64220,,,,,"Not available or not separately reported"
2023S02,"S2   2023",0000,"World",08,"Liquefied natural gas carriers",1.1222,,,12,,,92842,,,72404,,,,,"Not available or not separately reported",168189,,,155159,,,,,"Not available or not separately reported"
2023S02,"S2   2023",0000,"World",05,"Dry bulk carriers",2.0764,,,15,,,32566,,,58288,,,,,"Not available or not separately reported",204014,,,404389,,,,,"Not available or not separately reported"
2023S02,"S2   2023",0000,"World",04,"Dry breakbulk carriers",1.0701,,,21,,,5641,,,7840,,,,,"Not available or not separately reported",149944,,,175897,,,,,"Not available or not separately reported"
2023S02,"S2   2023",0000,"World",06,"Roll-on/ roll-off ships",,,"Not available or not separately reported",18,,,26239,,,10420,,,,,"Not available or not separately reported",100430,,,55828,,,,,"Not available or not separately reported"
2023S02,"S2   2023",0000,"World",03,"Container ships",0.7139,,,14,,,39295,,,,,"Not available or not separately reported",3618,,,237000,,,,,"Not available or not separately reported",24116,,
2023S02,"S2   2023",0000,"World",01,"Passenger ships",,,"Not available or not separately reported",20,,,8469,,,,,"Not available or not separately reported",,,"Not available or not separately reported",235600,,,,,"Not available or not separately reported",,,"Not available or not separately reported"
2023S02,"S2   2023",036,"Australia",00,"All ships",1.5497,,,17,,,35245,,,81728,,,4258,,,168666,,,297902,,,9661,,
2023S02,"S2   2023",036,"Australia",02,"Liquid bulk carriers",1.3153,,,9,,,25185,,,42685,,,,,"Not available or not separately reported",85496,,,162342,,,,,"Not available or not separately reported"
2023S02,"S2   2023",036,"Australia",07,"Liquefied petroleum gas carriers",0.8229,,,9,,,12469,,,13283,,,,,"Not available or not separately reported",53573,,,58811,,,,,"Not available or not separately reported"
